id,title,original_language,popularity,release_date,vote_average,vote_count,tags
11537,Snake in the Eagle's Shadow,cn,12.294,1978-03-01,7.3,244,"action,comedy everyone abuses and humiliates a downtrodden orphan until he befriends an old man, who turns out to be the last master of the snake fist fighting style. jackie becomes the old man's student and finds himself in battle with the master of the eagle's claw style, who has vowed to destroy the snake fist clan."
9587,Little Women,en,13.683,1994-12-21,7.3,1007,"drama,romance with their father away as a chaplain in the civil war, jo, meg, beth and amy grow up with their mother in somewhat reduced circumstances. they are a close family who inevitably have their squabbles and tragedies. but the bond holds even when, later, male friends start to become a part of the household."
500006,Utøya: July 22,no,15.102,2018-03-09,7.3,272,"history,drama the movie tells the story about a girl who has to hide and survive from a right wing terrorist while looking for her little sister during the terrorist attacks in norway on the island utøya, july 22nd."
205587,The Judge,en,22.314,2014-10-08,7.3,3450,"drama a successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder."
11663,The Commitments,en,10.701,1991-08-14,7.3,424,"comedy,drama,music jimmy rabbitte, just a tick out of school, gets a brilliant idea: to put a soul band together in barrytown, his slum home in north dublin. first he needs musicians and singers: things slowly start to click when he finds three fine-voiced females virtually in his back yard, a lead singer (deco) at a wedding, and, responding to his ad, an aging trumpet player, joey ""the lips"" fagan."
9609,Of Mice and Men,en,17.469,1992-09-16,7.3,485,"drama two drifters, one a gentle but slow giant, try to make money working the fields during the depression so they can fulfill their dreams."
830,Forbidden Planet,en,14.614,1956-03-23,7.3,691,"science fiction starship c57d travels to planet altair 4 in search of the crew of spaceship ""bellerophon,"" a scientific expedition that has been missing for 20 years, only to find themselves unwelcome by the expedition's lone survivor and warned of destruction by an invisible force if they don't turn back immediately."
121642,Twice Born,it,8.184,2012-09-13,7.3,397,"drama,romance,war full-throttle melodrama about an ill-starred romance set against the backdrop of the siege of sarajevo. a mother brings her teenage son to sarajevo, where his father died in the bosnian conflict years ago."
49051,The Hobbit: An Unexpected Journey,en,112.618,2012-11-26,7.3,16111,"adventure,fantasy,action bilbo baggins, a hobbit enjoying his quiet life, is swept into an epic quest by gandalf the grey and thirteen dwarves who seek to reclaim their mountain home from smaug, the dragon."
8337,They Live,en,17.798,1988-11-23,7.3,2296,"science fiction,action nada, a wanderer without meaning in his life, discovers a pair of sunglasses capable of showing the world the way it truly is. as he walks the streets of los angeles, nada notices that both the media and the government are comprised of subliminal messages meant to keep the population subdued, and that most of the social elite are skull-faced aliens bent on world domination. with this shocking discovery, nada fights to free humanity from the mind-controlling aliens."
3131,Gangs of New York,en,20.277,2002-12-14,7.3,5552,"drama,history,crime it's 1863. amsterdam vallon returns to the five points of america to seek vengeance against the psychotic gangland kingpin, bill the butcher, who murdered his father years earlier. with an eager pickpocket by his side and a whole new army, vallon fights his way to seek vengeance on the butcher and restore peace in the area."
20312,Interstate 60,en,11.055,2002-04-13,7.3,500,"adventure,comedy,fantasy an aspiring painter meets various characters and learns valuable lessons while traveling across america."
64246,Colorful,ja,13.428,2010-08-21,7.3,213,"animation,drama,family upon reaching the train station to death, a dejected soul is informed that he is lucky and will have another chance at life. he is placed in the body of a 14-year-old boy named kobayashi makoto, who has just committed suicide. watched over by a neutral spirit named purapura, the soul must figure out what his greatest sin and mistake in his former life was, before his time limit in makoto's body runs out. he also has a number of other lesser duties he must complete, such as understanding what led makoto to commit suicide in the first place and learning how to enjoy his second chance at life."
30497,The Texas Chain Saw Massacre,en,48.66,1974-10-01,7.3,2441,"horror when sally hears that her grandfather's grave may have been vandalized, she and her paraplegic brother, franklin, set out with their friends to investigate. after a detour to their family's old farmhouse, they discover a group of crazed, murderous outcasts living next door. as the group is attacked one by one by the chainsaw-wielding leatherface, who wears a mask of human skin, the survivors must do everything they can to escape."
13189,A Christmas Carol,en,8.832,1984-10-09,7.3,253,"drama,fantasy,tv movie,family a bitter old miser who makes excuses for his uncaring nature learns real compassion when three ghosts visit him on christmas eve."
7862,The Counterfeiters,de,10.657,2007-03-22,7.3,460,"drama,war the story jewish counterfeiter, salomon sorowitsch, coerced into assisting the nazi operation of the sachsenhausen concentration camp during world war ii."
323661,Mune: Guardian of the Moon,fr,15.519,2015-02-05,7.3,461,"animation,family,adventure,fantasy when a faun named mune becomes the guardian of the moon, little did he had unprepared experience with the moon and an accident that could put both the moon and the sun in danger, including a corrupt titan named necross who wants the sun for himself and placing the balance of night and day in great peril. now with the help of a wax-child named glim and the warrior, sohone who also became the sun guardian, they go out on an exciting journey to get the sun back and restore the moon to their rightful place in the sky."
2759,"The Adventures of Priscilla, Queen of the Desert",en,9.206,1994-05-31,7.3,606,"drama,comedy two drag queens and a transgender woman contract to perform a drag show at a resort in alice springs, a town in the remote australian desert. as they head west from sydney aboard their lavender bus, priscilla, the three friends come to the forefront of a comedy of errors, encountering a number of strange characters, as well as incidents of homophobia, whilst widening comfort zones and finding new horizons."
663870,Riders of Justice,da,17.51,2020-11-19,7.3,468,"action,comedy,drama markus returns home to care for his daughter when his wife dies in a tragic train accident. however, when a survivor of the wreck surfaces and claims foul play, markus suspects his wife was murdered and embarks on a mission to find those responsible."
